# default implementation with two matrix rows
size	du4_random
64*64	4.12801
64*512	3.95307
64*4096	3.94872
64*32768	4.19136
512*64	4.02408
512*512	3.89871
512*4096	3.90486
512*32768	4.21375
4096*64	4.00273
4096*512	3.89684
4096*4096	3.86622
4096*32768	4.86097
32768*64	4.00703
32768*512	3.89855
32768*4096	3.87004
32768*32768	5.70063
