# linear search
size	du3_random
1024*64	4.84015
1024*256	10.9404
1024*1024	30.3101
1024*4096	82.717
1024*16384	174.511
1024*65536	281.758
1024*262144	361.876
1024*1048576	431.432
1024*4194304	472.68
16384*64	5.00255
16384*256	11.3767
16384*1024	33.0037
16384*4096	104.736
16384*16384	340.75
16384*65536	1070.26
16384*262144	2990.35
16384*1048576
